,UserID,CreatedAt,CollectedAt,NumberOfFollowings,NumberOfFollowers,NumberOfTweets,LengthOfScreenName,LengthOfDescriptionInUserProfile,BadUser
3705,19686959,1/28/2009 18:35,11/27/2009 11:36,132,62,1683,15,122,0
8392,36925642,5/1/2009 6:35,11/27/2009 11:37,232,230,6522,8,29,0
10736,47335342,6/15/2009 8:35,11/27/2009 11:37,85,18,233,13,27,0
762,10910632,12/6/2007 12:11,11/27/2009 11:37,85,142,800,15,85,0
1662,15269666,6/29/2008 5:08,11/27/2009 11:38,1996,1169,9939,6,6,0
9656,42313325,5/24/2009 19:32,11/27/2009 11:39,34,30,1657,12,23,0
1952,15858184,8/14/2008 20:14,11/27/2009 11:39,825,12316,4603,15,75,0
6385,28163598,4/1/2009 13:38,11/27/2009 11:40,420,391,11690,11,62,0
19243,93009614,11/27/2009 11:23,11/27/2009 11:40,15,2,7,14,114,0
10909,48211947,6/17/2009 21:24,11/27/2009 11:43,254,70,434,6,39,0
16607,79114946,10/2/2009 1:37,11/27/2009 11:46,79,84,1335,9,62,0
1274,14512628,4/24/2008 9:58,11/27/2009 11:46,61,90,1603,14,118,0
3139,18404879,12/27/2008 2:16,11/27/2009 11:46,38,33,522,12,0,0
7662,33510656,4/20/2009 8:26,11/27/2009 11:47,57,61,740,7,0,0
2425,16802731,10/15/2008 23:55,11/27/2009 11:48,1510,4385,23346,9,155,0
15632,73640630,9/12/2009 8:19,11/27/2009 11:49,68,50,3991,13,150,0
6997,30378560,4/10/2009 21:45,11/27/2009 11:51,277,112,2389,8,114,0
8508,37468448,5/3/2009 13:22,11/27/2009 11:52,0,289,4320,6,0,0
1244,14480138,4/22/2008 15:43,11/27/2009 11:53,45,5109,522,12,134,0
4552,22064635,2/26/2009 15:27,11/27/2009 11:54,182,210,6063,11,109,0
4297,21261767,2/18/2009 19:00,11/27/2009 11:54,47,60,681,15,90,0
18003,86748939,11/1/2009 10:12,11/27/2009 11:54,29,22,94,11,159,0
2180,16289988,9/14/2008 20:23,11/27/2009 11:55,199,491,3423,15,72,0
10149,44486949,6/3/2009 18:23,11/27/2009 11:56,63,90,710,14,0,0
2237,16376251,9/20/2008 4:09,11/27/2009 11:56,45,1047,2350,15,83,0
13405,61314175,7/29/2009 17:32,11/27/2009 11:56,1482,816,1001,10,25,0
8382,36894732,5/1/2009 0:55,11/27/2009 11:57,50,179,4665,11,147,0
14105,65126608,8/12/2009 14:05,11/27/2009 11:57,613,313,3760,11,35,0
2669,17336675,11/12/2008 4:14,11/27/2009 11:58,534,628,4517,10,56,0
11252,50008018,6/23/2009 10:35,11/27/2009 12:01,5200,5263,1315,9,150,0
14050,64802391,8/11/2009 14:43,11/27/2009 12:03,418,140,119,14,59,0
16710,79772979,10/4/2009 11:50,11/27/2009 12:03,23,34,96,10,145,0
9499,41645105,5/21/2009 13:30,11/27/2009 12:04,256,204,2538,10,24,0
12320,55544993,7/10/2009 7:17,11/27/2009 12:04,278,203,935,8,0,0
18832,90617563,11/17/2009 6:19,11/27/2009 12:05,43,35,165,10,32,0
2511,16967735,10/25/2008 10:37,11/27/2009 12:07,194,480,1828,10,95,0
1902,15759737,8/6/2008 23:37,11/27/2009 12:07,121,81,739,11,13,0
14593,67570672,8/21/2009 4:48,11/27/2009 12:08,15,19,44,13,143,0
19209,92775970,11/26/2009 9:33,11/27/2009 12:08,20,3,24,14,22,0
5234,24311549,3/13/2009 21:31,11/27/2009 12:09,28,247,3093,12,54,0
13670,62667112,8/3/2009 19:28,11/27/2009 12:09,31,25,131,9,159,0
7585,33159104,4/19/2009 2:56,11/27/2009 12:10,695,536,3489,7,0,0
7407,32330603,4/17/2009 1:17,11/27/2009 12:10,86,111,6477,8,49,0
759,10848662,12/4/2007 13:50,11/27/2009 12:10,17,32,236,13,0,0
1706,15371976,7/9/2008 19:04,11/27/2009 12:11,60,68,657,9,154,0
17729,85168750,10/25/2009 16:27,11/27/2009 12:13,52,14,135,7,60,0
13157,60026880,7/25/2009 4:57,11/27/2009 12:14,113,126,1858,7,9,0
12394,55884766,7/11/2009 12:48,11/27/2009 12:15,32,16,510,9,93,0
6422,28288338,4/2/2009 0:25,11/27/2009 12:16,99,149,1170,8,0,0
74,813512,3/5/2007 18:10,11/27/2009 12:18,1975,3364,1537,7,141,0
7565,33083423,4/18/2009 20:31,11/27/2009 12:19,78,106,1465,15,67,0
10810,47660343,6/16/2009 11:03,11/27/2009 12:20,119,171,246,14,45,0
9154,40295939,5/15/2009 13:07,11/27/2009 12:21,70,28,135,11,40,0
15786,74567457,9/15/2009 16:54,11/27/2009 12:21,178,152,3288,7,35,0
7460,32521627,4/17/2009 13:55,11/27/2009 12:22,109,91,1556,11,46,0
15044,70062485,8/30/2009 0:57,11/27/2009 12:22,16,14,509,7,9,0
10285,45138312,6/6/2009 9:26,11/27/2009 12:23,102,52,804,14,76,0
312,5697432,5/1/2007 18:15,11/27/2009 12:27,49,45,242,12,11,0
12717,57746160,7/17/2009 15:21,11/27/2009 12:29,81,69,2404,12,110,0
4152,20859428,2/14/2009 11:30,11/27/2009 12:30,75,74,1736,10,0,0
15062,70147644,8/30/2009 10:55,11/27/2009 12:30,23,9,53,9,112,0
10518,46313128,6/10/2009 23:21,11/27/2009 12:31,599,267,1922,9,0,0
5382,24804178,3/16/2009 19:23,11/27/2009 12:33,404,936,2722,13,105,0
15431,72306290,9/7/2009 10:27,11/27/2009 12:35,23,40,1323,8,0,0
12441,56172064,7/12/2009 14:40,11/27/2009 12:38,146,88,851,8,160,0
2516,16977187,10/26/2008 0:35,11/27/2009 12:44,1294,1101,409,15,17,0
7320,31617790,4/15/2009 21:58,11/27/2009 12:45,67,89,789,13,26,0
2836,17729188,11/28/2008 23:57,11/27/2009 12:45,108,119,2145,9,62,0
10386,45618772,6/8/2009 12:31,11/27/2009 12:46,84,57,695,10,3,0
13281,60667790,7/27/2009 13:17,11/27/2009 12:46,78,119,1206,12,86,0
10501,46251680,6/10/2009 18:03,11/27/2009 12:46,349,139,1961,14,45,0
8624,38022046,5/5/2009 16:14,11/27/2009 12:47,27,31,236,6,0,0
5411,24879388,3/17/2009 8:18,11/27/2009 12:48,121,50,84,12,0,0
6130,27190922,3/28/2009 1:22,11/27/2009 12:49,22,16,194,13,8,0
7666,33520977,4/20/2009 9:02,11/27/2009 12:51,36,35,745,6,0,0
43,708623,1/26/2007 8:46,11/27/2009 12:51,101,128,2636,7,41,0
6578,28855734,4/4/2009 14:40,11/27/2009 12:54,54,34,1004,6,102,0
12809,58223649,7/19/2009 10:51,11/27/2009 12:57,215,106,2837,11,136,0
2582,17106694,11/1/2008 18:02,11/27/2009 12:58,27,14,88,14,57,0
16236,77069445,9/24/2009 18:09,11/27/2009 12:58,14,12,34,9,0,0
16760,80081135,10/5/2009 12:43,11/27/2009 12:59,58,9,2,15,0,0
18993,91436448,11/20/2009 16:07,11/27/2009 12:59,3,0,8,13,0,0
10997,48700473,6/19/2009 8:09,11/27/2009 12:59,54,96,2316,13,77,0
5428,24940042,3/17/2009 14:44,11/27/2009 13:01,1100,736,3308,6,0,0
12769,58018424,7/18/2009 15:02,11/27/2009 13:01,61,287,2151,11,0,0
15469,72546670,9/8/2009 8:04,11/27/2009 13:02,53,57,988,9,30,0
9392,41157962,5/19/2009 12:07,11/27/2009 13:02,64,138,2995,10,65,0
13766,63198035,8/5/2009 12:37,11/27/2009 13:05,41,2855,597,15,131,0
9527,41781539,5/22/2009 4:11,11/27/2009 13:05,107,52,556,11,21,0
12608,57099110,7/15/2009 13:44,11/27/2009 13:06,23,46,1239,8,114,0
3495,19213056,1/19/2009 19:23,11/27/2009 13:07,53,88,1504,14,56,0
3567,19395255,1/23/2009 8:13,11/27/2009 13:07,309,563,3318,15,67,0
15648,73730995,9/12/2009 15:49,11/27/2009 13:08,116,35,137,15,0,0
3370,18875361,1/11/2009 12:50,11/27/2009 13:09,112,54,639,12,0,0
11683,52292327,6/29/2009 22:43,11/27/2009 13:10,62,56,114,10,0,0
9169,40364262,5/15/2009 18:49,11/27/2009 13:10,56,44,1319,8,0,0
3816,19939437,2/2/2009 16:52,11/27/2009 13:18,88,117,920,9,9,0
422,6564122,6/4/2007 1:43,11/27/2009 13:20,441,528,8136,12,70,0
13047,59464840,7/23/2009 8:41,11/27/2009 13:21,21,18,28,14,0,0
14799,68723308,8/25/2009 10:37,11/27/2009 13:22,59,51,50,9,0,0
17219,82656400,10/15/2009 11:37,11/27/2009 13:24,0,16,964,11,0,0
16248,77147919,9/25/2009 1:08,11/27/2009 13:24,42,22,12,10,0,0
13156,60021186,7/25/2009 4:12,11/27/2009 13:26,86,176,1218,10,0,0
15788,74570946,9/15/2009 17:09,11/27/2009 13:26,12,11,319,15,103,0
15567,73193271,9/10/2009 14:06,11/27/2009 13:27,13,24,1086,10,28,0
9661,42331242,5/24/2009 21:23,11/27/2009 13:27,24,11,124,10,157,0
2777,17594164,11/24/2008 9:57,11/27/2009 13:28,95,101,946,10,104,0
8409,37040326,5/1/2009 15:59,11/27/2009 13:29,106,102,1558,11,36,0
8259,36255255,4/28/2009 21:12,11/27/2009 13:29,74,38,122,10,14,0
16577,78932739,10/1/2009 10:39,11/27/2009 13:30,40,24,100,8,0,0
7869,34511523,4/22/2009 22:10,11/27/2009 13:30,133,204,1410,10,16,0
16445,78125131,9/28/2009 16:20,11/27/2009 13:31,702,296,1289,13,158,0
2151,16214811,9/9/2008 20:37,11/27/2009 13:31,148,184,424,12,0,0
3744,19768182,1/30/2009 8:04,11/27/2009 13:32,206,309,8709,11,95,0
4182,20951082,2/15/2009 18:42,11/27/2009 13:35,281,162,1227,9,62,0
15287,71496370,9/4/2009 4:29,11/27/2009 13:35,721,901,222,9,51,0
2446,16843825,10/18/2008 16:51,11/27/2009 13:36,310,507,6295,8,25,0
10815,47690064,6/16/2009 12:51,11/27/2009 13:38,98,59,5904,10,10,0
453,6922512,6/19/2007 6:20,11/27/2009 13:38,53,52,1133,7,160,0
12930,58770654,7/21/2009 6:28,11/27/2009 13:39,45,43,265,9,0,0
10040,43936343,6/1/2009 13:15,11/27/2009 13:39,27,19,67,6,0,0
784,11199902,12/15/2007 11:38,11/27/2009 13:40,201,123,1972,15,5,0
7202,31111231,4/14/2009 7:35,11/27/2009 13:40,285,290,129,11,11,0
18898,90914261,11/18/2009 11:20,11/27/2009 13:40,1,1,154,9,31,0
11122,49343786,6/21/2009 10:41,11/27/2009 13:41,156,108,360,8,160,0
6474,28503644,4/2/2009 23:30,11/27/2009 13:41,55,57,1333,8,83,0
18791,90459179,11/16/2009 13:03,11/27/2009 13:43,50,8,13,5,0,0
17088,81905147,10/12/2009 14:11,11/27/2009 13:45,209,320,2009,13,159,0
8209,36006586,4/28/2009 1:19,11/27/2009 13:46,56,65,1391,13,98,0
7974,34930589,4/24/2009 8:57,11/27/2009 13:48,30,29,141,9,0,0
11347,50487494,6/24/2009 18:59,11/27/2009 13:50,92,56,1575,6,9,0
7463,32549351,4/17/2009 15:09,11/27/2009 13:51,250,358,17524,7,114,0
5666,25646565,3/21/2009 0:53,11/27/2009 13:53,87,95,318,8,0,0
4649,22390863,3/1/2009 12:49,11/27/2009 13:55,36,43,6069,8,0,0
4159,20876354,2/14/2009 16:39,11/27/2009 13:57,184,187,1869,8,112,0
7726,33819656,4/21/2009 0:05,11/27/2009 13:57,23,27,91,6,69,0
19230,92904184,11/26/2009 22:45,11/27/2009 14:01,11,2,3,11,39,0
19018,91535413,11/21/2009 2:57,11/27/2009 14:05,20,8,7,14,0,0
3292,18721502,1/7/2009 7:53,11/27/2009 14:09,308,11696,16375,9,92,0
6022,26828783,3/26/2009 14:37,11/27/2009 14:14,27,31,41,9,0,0
11994,53801792,7/4/2009 19:54,11/27/2009 14:15,10,18,146,15,0,0
11022,48830201,6/19/2009 16:10,11/27/2009 14:16,0,5,136,13,84,0
14482,67056778,8/19/2009 12:12,11/27/2009 14:18,103,48,87,11,0,0
12836,58339156,7/19/2009 19:41,11/27/2009 14:18,43,45,325,12,64,0
9171,40379174,5/15/2009 20:18,11/27/2009 14:19,65,139,2601,11,41,0
916,12986772,2/2/2008 12:37,11/27/2009 14:20,31,221,499,9,0,0
9338,40922485,5/18/2009 12:38,11/27/2009 14:21,216,398,3574,9,40,0
4337,21379365,2/20/2009 0:20,11/27/2009 14:21,52,492,727,12,19,0
2154,16223010,9/10/2008 11:11,11/27/2009 14:23,71,83,1009,14,0,0
19139,92334098,11/24/2009 12:36,11/27/2009 14:23,151,60,134,13,68,0
537,8163442,8/13/2007 12:37,11/27/2009 14:25,673,121139,6646,9,0,0
15667,73830924,9/13/2009 1:36,11/27/2009 14:27,25,45,904,12,33,0
13229,60366410,7/26/2009 13:42,11/27/2009 14:27,75,31,387,11,111,0
17394,83459125,10/18/2009 17:12,11/27/2009 14:28,52,38,266,8,0,0
8203,35982164,4/27/2009 22:59,11/27/2009 14:33,63,47,722,12,0,0
2849,17757689,11/30/2008 11:11,11/27/2009 14:33,2003,1824,22904,15,141,0
3519,19273605,1/20/2009 21:20,11/27/2009 14:36,102,102,400,15,31,0
11023,48832338,6/19/2009 16:17,11/27/2009 14:36,108,28,46,10,0,0
5028,23612102,3/10/2009 11:28,11/27/2009 14:36,37,51,326,9,0,0
14487,67108679,8/19/2009 15:17,11/27/2009 14:37,23,20,76,12,0,0
10145,44470327,6/3/2009 17:04,11/27/2009 14:37,6224,8065,2688,9,120,0
18903,90958145,11/18/2009 15:04,11/27/2009 14:38,2,1,81,8,0,0
7227,31189041,4/14/2009 13:32,11/27/2009 14:39,12,19,29,9,0,0
1013,14098629,3/7/2008 20:49,11/27/2009 14:39,18,25,1063,8,22,0
3781,19844919,1/31/2009 21:26,11/27/2009 14:40,92,243,4945,11,0,0
7302,31542264,4/15/2009 17:24,11/27/2009 14:41,162,168,1557,12,51,0
10908,48211618,6/17/2009 21:23,11/27/2009 14:43,135,54,1024,12,0,0
8871,39051892,5/10/2009 9:16,11/27/2009 14:44,68,5669,31333,12,63,0
7660,33507727,4/20/2009 8:16,11/27/2009 14:44,784,124,615,12,125,0
13713,62934924,8/4/2009 16:33,11/27/2009 14:44,20,12,1568,13,11,0
12466,56361527,7/13/2009 7:39,11/27/2009 14:45,38,8,100,12,0,0
16491,78455976,9/29/2009 18:59,11/27/2009 14:45,424,174,1713,9,97,0
16441,78114368,9/28/2009 15:31,11/27/2009 14:46,29,20,122,12,64,0
1503,14982772,6/2/2008 12:51,11/27/2009 14:46,1941,1286,6967,11,44,0
17763,85383918,10/26/2009 13:49,11/27/2009 14:49,6,4,70,6,159,0
2487,16927010,10/23/2008 9:08,11/27/2009 14:50,351,1066,9054,8,136,0
3709,19699139,1/29/2009 0:30,11/27/2009 14:51,11,20,58,9,0,0
11388,50672611,6/25/2009 10:16,11/27/2009 14:52,318,350,125,12,157,0
4160,20878287,2/14/2009 17:16,11/27/2009 14:55,101,137,1385,10,159,0
16590,79000541,10/1/2009 15:44,11/27/2009 14:55,113,49,204,14,0,0
14846,69036529,8/26/2009 12:11,11/27/2009 14:56,32,20,301,11,0,0
16168,76673778,9/23/2009 10:39,11/27/2009 14:57,92,63,904,11,0,0
4138,20828233,2/13/2009 21:12,11/27/2009 14:58,172,168,718,13,26,0
5114,23910933,3/12/2009 1:13,11/27/2009 14:58,43,117,1793,7,17,0
8752,38612996,5/8/2009 0:20,11/27/2009 14:59,110,127,2407,14,81,0
19244,93044240,11/27/2009 14:44,11/27/2009 15:00,8,1,2,15,0,0
6579,28861300,4/4/2009 15:12,11/27/2009 15:00,209,191,887,12,91,0
15831,74756332,9/16/2009 10:26,11/27/2009 15:00,45,19,133,6,0,0
17066,81798104,10/12/2009 3:48,11/27/2009 15:00,129,84,156,9,25,0
4577,22155404,2/27/2009 10:14,11/27/2009 15:01,649,332,6625,7,106,0
7779,34097944,4/21/2009 18:54,11/27/2009 15:03,38,74,1023,8,155,0
12949,58878224,7/21/2009 13:40,11/27/2009 15:05,388,387,2989,13,154,0
8428,37100084,5/1/2009 20:16,11/27/2009 15:05,58,25,408,8,23,0
19223,92859556,11/26/2009 17:36,11/27/2009 15:06,0,0,46,9,49,0
2299,16501971,9/28/2008 14:49,11/27/2009 15:07,1978,1041,1453,10,70,0
9642,42272891,5/24/2009 15:11,11/27/2009 15:09,70,77,563,12,0,0
16536,78673621,9/30/2009 13:27,11/27/2009 15:12,129,96,388,12,21,0
14878,69187072,8/26/2009 22:22,11/27/2009 15:13,102,38,149,8,0,0
15586,73300793,9/10/2009 22:38,11/27/2009 15:14,154,91,582,12,0,0
19101,92105985,11/23/2009 14:29,11/27/2009 15:18,13,16,52,15,0,0
13206,60233989,7/25/2009 23:40,11/27/2009 15:19,102,46,380,9,74,0
10812,47667060,6/16/2009 11:27,11/27/2009 15:19,32,53,843,13,154,0
4541,22029919,2/26/2009 10:44,11/27/2009 15:20,79,63,742,9,0,0
6496,28564984,4/3/2009 8:46,11/27/2009 15:21,36,25,482,8,0,0
8577,37849852,5/4/2009 22:46,11/27/2009 15:22,170,175,5744,15,22,0
6662,29128342,4/5/2009 21:44,11/27/2009 15:22,216,423,6911,13,0,0
17962,86534404,10/31/2009 9:11,11/27/2009 15:25,34,20,1841,10,85,0
1960,15864765,8/15/2008 11:49,11/27/2009 15:26,760,347,1361,12,69,0
8987,39551197,5/12/2009 12:42,11/27/2009 15:27,68,31,22,5,0,0
9611,42140875,5/23/2009 20:56,11/27/2009 15:29,25,46,188,13,0,0
17332,83164124,10/17/2009 11:14,11/27/2009 15:36,25,124,896,13,131,0
16674,79493014,10/3/2009 10:52,11/27/2009 15:38,23,40,209,13,50,0
15889,75091571,9/17/2009 14:22,11/27/2009 15:39,380,158,517,8,0,0
10283,45133915,6/6/2009 9:00,11/27/2009 15:39,862,629,2644,8,112,0
14014,64627077,8/10/2009 23:38,11/27/2009 15:40,9,2,35,15,0,0
1654,15256922,6/27/2008 14:20,11/27/2009 15:41,355,333,2428,9,160,0
14310,66123362,8/16/2009 9:31,11/27/2009 15:41,4057,3902,5834,12,64,0
9558,41869075,5/22/2009 13:20,11/27/2009 15:41,5,254,179,7,155,0
18664,89986003,11/14/2009 11:59,11/27/2009 15:43,97,66,151,11,114,0
8955,39375433,5/11/2009 18:38,11/27/2009 15:43,126,100,1216,10,11,0
12328,55599765,7/10/2009 11:10,11/27/2009 15:43,101,33,221,12,0,0
9610,42136840,5/23/2009 20:28,11/27/2009 15:44,198,139,229,15,67,0
6405,28240123,4/1/2009 19:44,11/27/2009 15:45,66,80,1061,7,29,0
969,13787352,2/21/2008 14:27,11/27/2009 15:48,65,7309,936,9,41,0
8457,37230126,5/2/2009 11:36,11/27/2009 15:54,292,164,5201,6,93,0
12039,54080450,7/5/2009 21:18,11/27/2009 15:55,5,4,39,10,49,0
5609,25474616,3/20/2009 2:11,11/27/2009 16:00,87,724,3012,10,99,0
6028,26865387,3/26/2009 17:03,11/27/2009 16:00,109,40,133,9,0,0
16994,81472779,10/10/2009 19:10,11/27/2009 16:01,227,73,509,10,27,0
2174,16267099,9/12/2008 20:54,11/27/2009 16:02,142,115,351,15,31,0
11210,49765171,6/22/2009 16:05,11/27/2009 16:04,42,30,1067,7,66,0
14819,68905165,8/26/2009 0:15,11/27/2009 16:05,4,2,1295,8,0,0
6624,29002355,4/5/2009 10:20,11/27/2009 16:06,117,144,5075,5,27,0
9783,42899798,5/27/2009 10:02,11/27/2009 16:06,464,248,4431,13,24,0
18745,90270398,11/15/2009 17:10,11/27/2009 16:07,59,10,115,6,0,0
5745,25871621,3/22/2009 15:13,11/27/2009 16:08,136,66,2249,12,0,0
13134,59927278,7/24/2009 19:09,11/27/2009 16:09,14,8,114,12,16,0
1400,14778771,5/14/2008 16:14,11/27/2009 16:09,13,23,734,10,22,0
13074,59648524,7/23/2009 20:14,11/27/2009 16:11,1040,1250,1759,11,26,0
13102,59749870,7/24/2009 5:48,11/27/2009 16:11,169,117,501,4,0,0
17765,85409432,10/26/2009 15:40,11/27/2009 16:12,124,57,1297,10,31,0
11163,49547551,6/22/2009 0:31,11/27/2009 16:12,65,125,2365,9,0,0
4859,23058512,3/6/2009 6:39,11/27/2009 16:13,10,12,282,7,0,0
4243,21109770,2/17/2009 11:41,11/27/2009 16:13,26,35,1231,12,25,0
235,4582231,4/14/2007 2:52,11/27/2009 16:14,80,4274,650,9,47,0
10253,45027962,6/5/2009 18:25,11/27/2009 16:15,84,905,2164,15,46,0
6902,30041437,4/9/2009 13:53,11/27/2009 16:15,1072,1027,5041,10,106,0
3094,18300326,12/21/2008 22:14,11/27/2009 16:16,28,10,80,15,0,0
2161,16234029,9/10/2008 23:16,11/27/2009 16:17,2001,1109,1652,9,160,0
4058,20585570,2/11/2009 6:08,11/27/2009 16:17,704,845,5160,11,70,0
13876,63823886,8/7/2009 15:53,11/27/2009 16:18,116,179,733,14,0,0
9120,40140379,5/14/2009 20:21,11/27/2009 16:19,198,133,2255,10,0,0
6991,30361944,4/10/2009 20:17,11/27/2009 16:21,13,5,202,8,0,0
10604,46721045,6/12/2009 13:59,11/27/2009 16:22,91,114,1073,11,34,0
19225,92878800,11/26/2009 19:48,11/27/2009 16:23,1,4,25,14,0,0
14000,64515364,8/10/2009 16:06,11/27/2009 16:23,24,52,998,10,54,0
2472,16893792,10/21/2008 15:58,11/27/2009 16:25,751,392,584,12,148,0
1860,15693296,8/1/2008 14:27,11/27/2009 16:25,71,181,5720,12,32,0
1176,14371239,4/12/2008 16:55,11/27/2009 16:26,529,1073,4745,9,160,0
1623,15205351,6/23/2008 4:36,11/27/2009 16:27,64,51,1874,7,41,0
6436,28358843,4/2/2009 10:36,11/27/2009 16:30,36,24,148,7,27,0
11468,51091235,6/26/2009 10:06,11/27/2009 16:30,334,98,811,13,0,0
13990,64448869,8/10/2009 11:48,11/27/2009 16:34,41,40,3227,8,129,0
12770,58022535,7/18/2009 15:21,11/27/2009 16:35,103,39,338,9,37,0
19166,92478742,11/25/2009 2:32,11/27/2009 16:35,106,31,181,12,53,0
6859,29889051,4/8/2009 20:54,11/27/2009 16:36,80,71,826,6,43,0
4773,22743749,3/4/2009 0:48,11/27/2009 16:36,92,100,1692,8,119,0
832,11921502,1/6/2008 17:29,11/27/2009 16:37,148,330,6125,4,3,0
3250,18627369,1/5/2009 2:20,11/27/2009 16:37,96,162,2032,14,60,0
16352,77720995,9/27/2009 7:02,11/27/2009 16:37,12,10,198,8,0,0
8277,36333163,4/29/2009 6:03,11/27/2009 16:38,1631,1842,14074,12,57,0
14709,68208015,8/23/2009 13:50,11/27/2009 16:38,116,33,59,11,0,0
7915,34742098,4/23/2009 16:49,11/27/2009 16:38,81,165,2477,11,46,0
2533,17002958,10/27/2008 12:44,11/27/2009 16:39,113,140,1322,7,0,0
9738,42661708,5/26/2009 11:39,11/27/2009 16:39,40,17,894,13,52,0
12205,54938915,7/8/2009 11:06,11/27/2009 16:39,155,208,784,12,0,0
9969,43633693,5/30/2009 22:20,11/27/2009 16:41,58,48,674,10,0,0
6586,28890639,4/4/2009 18:07,11/27/2009 16:42,95,490,3617,7,0,0
15810,74687873,9/16/2009 3:56,11/27/2009 16:44,106,103,2489,8,81,0
12013,53933489,7/5/2009 10:38,11/27/2009 16:47,86,54,386,14,114,0
5960,26613187,3/25/2009 17:39,11/27/2009 16:48,109,293,6820,9,24,0
7148,30915621,4/13/2009 12:57,11/27/2009 16:48,161,97,8219,15,0,0
5000,23527435,3/9/2009 19:03,11/27/2009 16:48,127,56,1748,7,0,0
10429,45836104,6/9/2009 8:29,11/27/2009 16:49,32,50,1965,8,38,0
1123,14278702,4/1/2008 17:41,11/27/2009 16:51,76,51,555,6,0,0
2794,17630611,11/25/2008 14:36,11/27/2009 16:52,110,28,517,7,34,0
18383,88837684,11/9/2009 21:10,11/27/2009 16:54,223,83,371,15,32,0
8843,38963899,5/9/2009 19:55,11/27/2009 16:55,76,86,91,8,0,0
10659,46984124,6/13/2009 18:12,11/27/2009 16:57,109,2694,3205,6,32,0
7576,33141824,4/19/2009 0:39,11/27/2009 16:57,71,84,1651,9,74,0
11919,53404004,7/3/2009 9:50,11/27/2009 16:58,6,9,79,10,0,0
17773,85448022,10/26/2009 18:32,11/27/2009 16:58,0,3,44,11,0,0
11029,48881110,6/19/2009 19:46,11/27/2009 17:00,41,15,68,13,59,0
6756,29502563,4/7/2009 13:00,11/27/2009 17:02,0,934,63009,11,54,0
3291,18721461,1/7/2009 7:52,11/27/2009 17:02,47,11,45,11,0,0
5663,25637271,3/20/2009 23:08,11/27/2009 17:03,301,162,3301,12,0,0
7282,31465685,4/15/2009 12:43,11/27/2009 17:05,278,481,3329,9,129,0
17286,82982182,10/16/2009 16:50,11/27/2009 17:10,25,17,85,10,0,0
5338,24675882,3/16/2009 6:01,11/27/2009 17:11,115,165,2662,10,0,0
17635,84605608,10/23/2009 9:35,11/27/2009 17:12,46,86,680,8,41,0
15878,75018938,9/17/2009 9:03,11/27/2009 17:12,29,18,337,12,0,0
15488,72696450,9/8/2009 18:04,11/27/2009 17:13,34,42,472,13,55,0
11811,52897424,7/1/2009 18:52,11/27/2009 17:15,214,251,2162,14,87,0
10035,43916534,6/1/2009 11:37,11/27/2009 17:16,1155,611,4079,9,20,0
17587,84371497,10/22/2009 12:05,11/27/2009 17:18,1179,360,465,13,160,0
7342,31752542,4/16/2009 7:31,11/27/2009 17:18,292,246,3664,8,33,0
19246,93055692,11/27/2009 15:52,11/27/2009 17:22,21,4,4,15,0,0
6857,29886704,4/8/2009 20:44,11/27/2009 17:25,227,54,1078,14,38,0
726,10273062,11/15/2007 3:20,11/27/2009 17:26,219,396,14078,9,70,0
16501,78507543,9/29/2009 22:57,11/27/2009 17:27,48,20,171,8,25,0
19205,92756254,11/26/2009 7:42,11/27/2009 17:28,56,29,100,9,105,0
11,12527,11/15/2006 9:13,11/27/2009 17:29,108,92,815,12,49,0
19222,92856212,11/26/2009 17:14,11/27/2009 17:30,173,151,168,11,0,0
19249,93070321,11/27/2009 17:20,11/27/2009 17:31,1,1,6,8,0,0
1772,15491904,7/19/2008 6:52,11/27/2009 17:31,66,84,687,9,42,0
16050,76125492,9/21/2009 14:59,11/27/2009 17:32,0,7,137,9,0,0
14084,65029432,8/12/2009 8:06,11/27/2009 17:32,88,89,622,11,74,0
4947,23368407,3/8/2009 18:10,11/27/2009 17:34,19,39,778,10,0,0
19250,93071458,11/27/2009 17:26,11/27/2009 17:35,1,0,1,10,0,0
15446,72396037,9/7/2009 17:11,11/27/2009 17:35,2003,1780,3451,13,117,0
7611,33282120,4/19/2009 14:06,11/27/2009 17:35,617,616,30271,12,156,0
18333,88557547,11/8/2009 19:14,11/27/2009 17:37,1357,239,262,14,40,0
15415,72235038,9/7/2009 2:53,11/27/2009 17:38,65,32,36,11,0,0
16694,79631866,10/3/2009 22:05,11/27/2009 17:39,4,12,40,11,53,0
14652,67887355,8/22/2009 8:24,11/27/2009 17:41,8,8,32,7,49,0
2273,16454640,9/25/2008 13:07,11/27/2009 17:42,192,171,640,11,26,0
13888,63897837,8/7/2009 22:41,11/27/2009 17:45,0,287,4662,11,153,0
4293,21244287,2/18/2009 15:41,11/27/2009 17:47,50,49,83,12,32,0
10404,45734683,6/8/2009 20:56,11/27/2009 17:47,94,18,2586,13,130,0
2746,17538190,11/21/2008 9:31,11/27/2009 17:48,116,164,1802,9,91,0
7954,34866130,4/24/2009 1:21,11/27/2009 17:49,126,120,2349,5,25,0
1218,14426420,4/17/2008 17:06,11/27/2009 17:49,30,44,225,14,33,0
15028,69947175,8/29/2009 14:51,11/27/2009 17:50,19,23,1010,13,21,0
12666,57470273,7/16/2009 17:42,11/27/2009 17:50,50,52,2206,8,15,0
18800,90486478,11/16/2009 15:17,11/27/2009 17:51,26,23,492,11,111,0
